ID,Type,Name,Latitude,Longitude,addr:city,addr:country,addr:county,addr:floor,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:street,addr:suburb,addr:village,alt_name,amenity,barrier,beds,building,building:colour,building:levels,building:material,check_date,contact:email,contact:facebook,contact:phone,contact:website,description,email,emergency,fax,fee,fhrs:authority,fhrs:confidence_management,fhrs:hygiene,fhrs:id,fhrs:inspectiondate,fhrs:local_authority_id,fhrs:rating,fhrs:structural,fixme,gnis:feature_id,healthcare,healthcare:for,healthcare:speciality,historic:operator,image,internet_access,internet_access:fee,internet_access:ssid,landuse,level,loc_name,long_name,mobile,name:ar,name:en,name:fr,name:uk,nohousenumber,not:addr:postcode,note,number,official_name,old_name,opening_hours,operator,operator:type,operator:website,operator:wikidata,payment:cash,payment:credit_cards,payment:debit_cards,phone,public,ref:GB:cqc_location,ref:GB:nhs_ods,ref:GB:uprn,reg_name,roof:colour,roof:levels,roof:shape,short_name,source,source:addr,source:addr:postcode,source:postcode,start_date,toilets:wheelchair,type,urgent_care,was:name,was:wikidata,was:wikipedia,website,wheelchair,wikidata,wikimedia_commons,wikipedia
41378470,way,Whipps Cross University Hospital,51.5775152,0.002042,London,,,,,,,E11 1NR,Whipps Cross Road,,,,hospital,,,,,,,,,,,,,,yes,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R1HKH,,,,,,,,yahoo;knowledge,,,,,,,,,,,,,Q7993761,,en:Whipps Cross University Hospital
43290805,way,St. Pancras Hospital,51.5362791,-0.1314026,London,,,,,,,NW1 0PE,St Pancras Way,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7595036,,en:St Pancras Hospital
43514739,way,Homerton University Hospital,51.550645,-0.0455017,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,yes,,,,,,,,,,,,,hospital,,,,,,,,,,Homerton Hospital,,,,,,,,,,,,,,,,,,,,,,,RQXM1,RQXM1,,,,,,,,,,,,,,,,,,https://www.homerton.nhs.uk/,,Q19654384,,en:Homerton University Hospital
45388015,way,St Mary's Hospital,51.5174818,-0.1742846,London,,,,,,,W2 1NY,Praed Street,,,"Saint Mary's Hospital, Paddington",hospital,,,,,,,,,,,,,,yes,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.imperial.nhs.uk/our-locations/st-marys-hospital,,Q3495342,,"en:St Mary's Hospital, London"
47630726,way,Mount Vernon,51.6156301,-0.4459713,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6924380,,
47698729,way,Royal National Orthopaedic Hospital,51.6315936,-0.3108357,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7374518,,
48915770,way,The Whittington Hospital,51.5666448,-0.1393183,London,,,,,,,N19 5NF,Magdala Avenue,Highgate,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Q7996907,,
80402499,way,Ealing Hospital,51.5075305,-0.3453188,Southall,,,,,,,UB1 3HW,Uxbridge Road,,,,hospital,,,,,,,,,,,https://www.lnwh.nhs.uk/ealing-hospital/?,,,yes,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 20 8967 5000,,,,,,,,,,,,,,,,,,,,,,yes,,,
80888181,way,The Princess Grace Hospital,51.522486,-0.1529101,,,,,,,,,,,,,hospital,,,yes,,5,,2025-09-21,,,,,,,,,,,,,,,,,,"Does this merit the tag 'hospital', i.e. it has in-patients?",,hospital,,,,,,,,,,,,,,,,,,,,,,,,HCA,private,,,,,,,,,,,,,,,,Bing;survey,,,,,,,,,,,,,Q16901558,,
80888190,way,King Edward VII's Hospital,51.5209342,-0.1504175,London,GB,,,King Edward VII's Hospital,5-10,,W1G 6AA,Beaumont Street,,,,hospital,,,yes,,,,2024-04-18,,,,,,,,,,,0,0,413238,,01108/0055/1/000,5,0,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-114202635,,10033529930;10033601882,,,,,,survey,FSA Food Hygiene Ratings Database,,FSA Food Hygiene Ratings Database,,,,,,,,https://www.kingedwardvii.co.uk/,,Q580652,,en:King Edward VII's Hospital
80888195,way,The Portland Hospital,51.5230212,-0.1443613,London,,,,,205-209,,W1W 5AH,Great Portland Street,,,,hospital,,,yes,,,,2025-06-24,,,,,,,no,,,,,,411924,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-126955917,NW604,,,,,,,survey,FHRS Open Data,,,,,,,,,,,,Q7231952,,
85472872,way,Royal Brompton Hospital,51.4891664,-0.170971,London,,,,,,,SW3 6PY,Sydney Street,,,,hospital,,,,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,Guy's and St Thomas' NHS Foundation Trust,,,,,,,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,,Q7373850,,
85472885,way,The Royal Marsden Hospital,51.4905731,-0.1725464,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7761706,,
89825005,way,Cambian Churchill,51.497186,-0.1096392,London,,,,,22,,SE1 7PW,Barkham Terrace,,,,hospital,,,hospital,,4,,2025-09-18,,,,,,,,,,,,,1149999,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
92785814,way,Unnamed Location,51.5905128,-0.2819639,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,,,,,,,,,,,,,,,
97175523,way,CRGH,51.5202012,-0.1015412,London,,,,,16,,,St. John Street,,,,hospital,,,yes,#A0522D,4,brick,,,,,,,,,,,,,,,,,,,,,hospital,,fertility,,,,,,,,,,,,,,,,,,,,,,City Fertility Limited,,,,,,,,,1-483017017,,,,darkgrey,,,,,,,,,,,,,,,,,,,
110476079,way,The London Welbeck Hospital,51.5182542,-0.1493761,London,,,,,27,,,Welbeck Street,,,,hospital,,,,,,,2025-01-31,,,,,,,,,,,,,,,,,,,,hospital,,plastic_surgery;surgery;paediatric_surgery;dental_oral_maxillo_facial_surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://londonwelbeckhospital.co.uk/,,Q6671010,,en:London Welbeck Hospital
111343934,way,Lister Hospital,51.4864231,-0.150183,London,,,,The Lister Hospital,,,SW1W 8RH,Chelsea Bridge Road,,,,hospital,,,hospital,,4,,2024-10-31,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100023345418,,,1,,,Bing,,,,,,,,,,,,,Q6646489,,
111800473,way,Vincent Square Clinic,51.4914736,-0.1345453,London,,,,Hopkinson House,,,,,,,,hospital,,,yes,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
112682015,way,Gordon Hospital,51.4921664,-0.1359502,London,,,,,,,SW1V 2RH,Bloomburg Street,,,,hospital,,,yes,,,,,,,,,,,,,,,,,412339,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q60747194,,
116629214,way,Evelina London Children's Hospital,51.4983235,-0.1183943,London,,,,,,,SE1 7EH,Westminster Bridge Road,,,,hospital,,,hospital,,7,,,,,,https://www.evelinalondon.nhs.uk/Home.aspx,,,yes,,,,,,,,,,,,,hospital,child,paediatrics,,,,,,,,,,,,,,,,,,,,,,Guy's & St Thomas' NHS Foundation Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5416238,,en:Evelina London Children's Hospital
120359076,way,Grays Court Community Hospital,51.5392785,0.1580578,Dagenham,,,,,,,RM10 9SR,John Parker Close,,,,hospital,,,yes,,,,,,,,,,,no,,,,,,129890,,60868,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122227536,way,St Thomas' Hospital,51.4991013,-0.1187323,London,,,,,,,SE1 7EH,Westminster Bridge Road,,,,hospital,,,,,,,2024-11-05,,,,,,,yes,,,,,,,,,,,,,hospital,,,,,,,,,,,,,مستشفى سانت توماس,,,,,,,,,,,Guy's and St Thomas' NHS Foundation Trust,,,,,,,+44 20 7188 7188,,,,,,,,,,OS_OpenData_StreetView;Bing,,,,,,,,,,,https://www.guysandstthomas.nhs.uk/,yes,Q1143779,Category:St Thomas' Hospital,en:St Thomas' Hospital
122299506,way,Cleveland Clinic London,51.4993942,-0.148755,London,,,,,33,,SW1X 7HY,Grosvenor Place,,,,hospital,,184,commercial,,6,,2024-07-28,,,,,,,no,,,,,,,,,,,,,hospital,,,,,wlan,no,,,,,,,,,,,,,,,,,,Cleveland Clinic,private,,,,,,+44 20 3423 7500,,,,,,,,,,,,,,,,,,,,,https://clevelandcliniclondon.uk/,yes,Q97040389,,en:Cleveland Clinic London
130345641,way,Queens Hospital,51.5687233,0.1810182,Romford,,,,,,,RM7 0AG,Rom Valley Way,,,,hospital,,939,,,,,,,,,,,,yes,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,24/7,"Barking, Havering and Redbridge University Hospitals NHS Trust",public,,Q4861025,,,,+44 330 400 4333,,,,,,,,,,,,,,,,,,,,,,yes,Q7270013,,
137754985,way,Purley War Memorial Hospital,51.3405666,-0.1148023,Purley,,,,,856,,CR8 2YL,Brighton Road,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 08:00-20:00,,,,,,,,+44 20 8401 3000,,,,,,,,,,,,,,,,,,,,,,,,,
142385900,way,Royal Hospital for Neuro-Disability,51.4519811,-0.2139272,London,,,,,,,SW15 3SW,West Hill,,,,hospital,,,,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,physiatry;neurology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7374301,,
145477095,way,Biggin Hill Clinic,51.3130711,0.0344392,,,,,,,,,,,,,hospital,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150470710,way,The Groves Medical Centre,51.4103397,-0.2613381,,,,,,,,KT3 3TX,Clarence Avenue,,,,hospital,,,yes,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128039730;128052868;128031208,,,,,,,,,,,,,,,,,,,,,
156497004,way,Springdene Nursing Home,51.6344405,-0.1679502,,,,,,55,,,Oakleigh Park North,,,,hospital,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164458516,way,Edgware Community Hospital,51.6064844,-0.2709666,Edgware,,,,,,,HA8 0AD,Burnt Oak Broadway,,,,hospital,,,,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q30293035,,
166385829,way,Bowes Road Clinic,51.6154941,-0.1310823,London,,,,,,,N11 1BD,,,,,hospital,,,,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207045511,,,,,,,,ONSUD;OS Open UPRN,,,,,,,,,,,,,
170732745,way,St Bartholomew's Hospital,51.5175315,-0.1000771,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,approx-ish area,,,,,,,,,,,,,,R1HM0,R1HM0,,,,,,Barts,,,,,,,,,,,,,limited,Q164946,,en:St Bartholomew's Hospital
179247963,way,Madison Health,39.8928286,-83.4535418,London,,,,,210,,43140,North Main Street,,,,hospital,,,,,,,,,,,,,,yes,,,,,,,,,,,,1054105,,,,,,,,,,,,,,,,,,,,,,,Madison County Hospital,24/7,,,,,,,,+1 866 357 4677,,,,,,,,,,,,,,,,,,,,,https://www.madison-health.com/,,,,
182344201,way,Shirley Oaks Hospital,51.3821689,-0.0563816,Croydon,,,,,,,CR9 8AB,Poppy Lane,,,,hospital,,,,,,,,,,,,,,,,,Croydon,,,859731,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184154674,way,Mile End Hospital,51.5250528,-0.0421703,London,,,,,275,,E1 4DG,Bancroft Road,,,,hospital,wall,,,,,,,,,,,,,no,,,,,,83681,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,Barts Health NHS Trust,,,,,,,,,R1H13,R1H13,,,,,,,,,,,,,,,,,,,,Q6851069,,
186977094,way,The Old Red Hill Clinic (Barnet Adolescent Services),51.6114198,-0.2772697,Edgware,GB,,,,,,HA8 7AB,Station Road,,,,hospital,,,yes,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200222524,,,,,,,,,,,,,,,,,,,,,
188617701,way,Charing Cross Hospital,51.486919,-0.2197632,London,,,,,,,W6 8RF,Fulham Palace Road,,,,hospital,,,,,,,,,,,,,,yes,,,,,,,,,,,,,hospital,,general;emergency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local knowledge,,,,,,general acute hospital,,,,,,,Q4982607,,en:Charing Cross Hospital Medical School
193432693,way,The Broadway Health Centre,51.5111392,-0.3793441,,,,,,,,,,,,,hospital,,,yes,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197910029,way,Victoria Hospital,51.5838151,0.1880023,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208072187,way,Millway Medical Practice,51.6155345,-0.2440094,London,,,,,,,NW7 2HX,Hartley Avenue,,,,hospital,,,yes,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222183797,way,St Bernards Hospital (West London Mental Health NHS Trust),51.5063644,-0.3471886,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229290055,way,Cygnet Hospital,51.5672075,-0.3377958,Harrow,,,,,87,,HA1 3JL,London Road,,,,hospital,,,yes,,,,,,,,,,,no,,,,,,276726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,,,,,,
255439869,way,Queen Elizabeth Hospital,51.4778478,0.050258,London,,,,,,,SE18 4QH,Stadium Road,,,,hospital,,,,,,,,,,,,,,yes,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 20 8836 6000,,,,,,,,,,,,,,,yes,,,,,,,yes,Q7270343,,
263728248,way,Coborn Centre for Adolescent Mental Health,51.5196806,0.0383924,London,,,,,,,E13 8SP,Cherry Tree Way,,,,hospital,,,yes,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 20 7540 6789,,,,,,,,,,,,,,,,,,,,,https://www.elft.nhs.uk/camhs/where-we-work/coborn-centre-adolescent-mental-health,,,,
275414908,way,Unnamed Location,51.5837509,0.0290393,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,boundary estimated,,,,,NHS,public,,Q918396,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,
277432734,way,King's College Hospital,51.4684289,-0.093654,London,,,,,,,SE5 9RS,Denmark Hill,,,,hospital,,,,,,,2026-03-07,,,,,,,yes,,no,,,,484055,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,King's College Hospital NHS Foundation Trust,,,,,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,,https://www.kch.nhs.uk/,,Q1742181,,en:King's College Hospital
307058677,way,Unnamed Location,51.3775519,-0.0326756,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315305511,way,Cygnet Hospital Ealing,51.5211547,-0.297186,London,,,,,,,W5 2HT,Corfton Road,,,,hospital,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12194892;12091760,,,,,,,,,,,,,,,,,,,,,
322546930,way,Spire London East,51.5872417,0.0436493,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,Spire Roding Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.spirehealthcare.com/roding/,,,,
326277354,way,John Howard Centre,51.5480322,-0.0391378,London,,,,,12,,E9 5TD,Kenworthy Road,,,Forensic Services Directorate,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,psychiatry,,,,,,,,,,,,,,,,,,,,Hackney Hospital,,East London NHS Foundation Trust,public,,,,,,+44 20 8510 2003,,RWK60,RWK60,,,,,,,,,,,,,,,,,,,,,,
352120259,way,Harefield Hospital,51.6071139,-0.4852044,Uxbridge,GB,,,,,,UB9 6JH,Hill End Road,Harefield,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,Guy's and St Thomas' NHS Foundation Trust,,,,,,,+44 1895 82 37 37,,,,,,,,,,,,,,,,,,,,,https://www.rbht.nhs.uk/,,Q5656797,,
402012627,way,Moorfields Eye Hospital (City Road campus),51.5272631,-0.0902151,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,yes,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP601,RP601,,,,,,,,,,,,,,,,,,,,Q1946861,,en:Moorfields Eye Hospital
413948227,way,London Bridge Hospital,51.5061317,-0.0860403,London,,,,,,,SE1 2PR,Tooley Street,,,,hospital,,,,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.londonbridgehospital.com,yes,Q6669893,,en:London Bridge Hospital
420411264,way,Fitzrovia Hospital,51.5234772,-0.1404316,London,,,,Saint Luke's House,13-14,,W1T 6AH,Fitzroy Square,,,,hospital,,,yes,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,private cosmetic surgery clinic,,,,,,,,,,,,,,1-20288364561;1-13740482832,,5196151;5196595,,,,,,,,,,,,,,,,,,,,,
440410278,way,University College Hospital,51.5248695,-0.1364433,London,GB,,,,235,,NW1 2BU,Euston Road,,,,hospital,,665,,,,,2025-02-25,,,+44 20 3456 7890,https://www.uclh.nhs.uk/,,,yes,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,National Health Service (NHS),,,,,,,,,,RRV03,,,,,,UCH,,,,,1834,yes,,,,,,,yes,Q3551343,Category:University College Hospital,en:University College Hospital
444440630,way,Weymouth Street Hospital,51.5202358,-0.1505415,London,,,,,42-46,,W1G 6NP,Weymouth Street,,,,hospital,,,hospital,,,,,,,,,,,no,,,,,,,,,,,"Does this merit the tag 'hospital', i.e. it has in-patients?",,hospital,,,,,,,,,,,,,,,,,,,http://www.openstreetmap.org/note/726409,,,,,Phoenix Hospital Group,,,,,,,+44 20 7935 1200,,,,,,,,,,,,,,,,,,,,,https://www.weymouthstreethospital.com/,,Q20714162,,
448178927,way,Barking Community Hospital,51.5387903,0.0988176,Barking,,,,,,,IG11 9LX,Upney Lane,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 20 3644 2301,,,,,,,,,,,,,,,,,,,,,,,Q30292861,,
462240521,way,Saint Joseph London,37.1178832,-84.1087479,London,,,,,1001,,40741,Saint Joseph Drive,,,,hospital,,,,,,,,,,,,,,yes,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,24/7,KentuckyOne Health,,,,,,,+1 606 330 6000,,,,,,,,,,,,,,,,,,,,,https://www.kentuckyonehealth.org/saint-joseph-london,,,,
463924137,way,Cassel Hospital,51.4324112,-0.3090559,Richmond,,,,,1,,TW10 7JF,Ham Common,Ham,,,hospital,,,,,,,,,,,,,,,,,,,,1575152,,,,,,,hospital,,,,,,,,,,,,,,,,,,TW10 7JL,,,,,,West London NHS Trust,,https://www.westlondon.nhs.uk/our-services/adult/mental-health-services/cassel-hospital,,,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,,https://www.nhs.uk/services/hospitals/overview/defaultview.aspx?id=3086,,Q5049284,,en:Cassel Hospital
484298094,way,University Hospital Lewisham,51.4537809,-0.0179238,,,,,,,,,,,,,hospital,,,,,,,2022-10-16,,,,,,,yes,,,,,,,,,,,,,hospital,,,,,wlan,no,NHS WiFi,,,,,,,,,,,,,,,,24/7,,public,,,,,,,,RJ224,RJ224,,,,,,,survey,,,,,,,,,,,,yes,Q14956783,,en:University Hospital Lewisham
492083208,way,Highgate Mental Health Centre,51.5667363,-0.1425875,London,,,,,,,N19 5NX,Dartmouth Park Hill,,,,hospital,,,,,,,,,,,,,,yes,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,Camden and Islington NHS Foundation Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497718283,way,Mildmay Mission Hospital,51.5277306,-0.0755805,London,,,,,19,,E2 7DZ,Tabernacle Gardens,,,Mildmay Hospital,hospital,,,hospital,,4,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-2311760426,,,,,0,,,,,,,,,,,,,,https://www.mildmay.org/,yes,Q124749523,,en:Mildmay Mission Hospital
504129695,way,BMI Hendon Hospital,51.5937166,-0.2244096,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bmihealthcare.co.uk/hospitals/bmi-hendon-hospital,,,,
514349576,way,Nuffield Health Highgate Hospital,51.5766504,-0.1570546,London,,,,,17-19,,,View Road,,,,hospital,,,hospital,,,,,,,,,,hohig.enquiries@nuffieldhealth.com,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,Nuffield Health,private,,Q7068711,,,,+44 20 8341 4182,,,NYW03,,,,,,,,,,,,,,,,,,https://www.nuffieldhealth.com/hospitals/highgate,,Q28404470,,
540185923,way,Renal Dialysis Unit,51.4011388,0.014417,Bromley,GB,,,,1-3,,BR1 1HX,Ringers Road,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,renal,,,,,,,,,,,,,,,,,,020 3299 7510,,,,NHS Kings@Bromley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548533106,way,Great Ormond Street Hospital for Children,51.5224739,-0.1204028,London,GB,,,,,,WC1N 3JH,Great Ormond Street,,,,hospital,,,,,,,,,,,http://www.gosh.nhs.uk/,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,Great Ormond Street Hospital for Children NHS Foundation Trust,public,,Q19873658,,,,,,RP401,RP401,,,,,,,,,,,,,,,,,,,,Q1349705,Category:Great Ormond Street Hospital,en:Great Ormond Street Hospital
581607863,way,Princess Royal University Hospital,51.3662017,0.0580564,Orpington,,,,,,,BR6 8ND,Farnborough Common,,,,hospital,,,,,,,,,,,,,,yes,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,King's College NHS Foundation Trust,,,,,,,+44 1689 863000,,,,,,,,,,,,,,,,,,,,,https://pruh.kch.nhs.uk/,yes,Q7244808,,
591570712,way,Blackheath Hospital,51.4634313,0.0067008,London,,,G,,40-42,,SE3 9UD,Lee Terrace,,,,hospital,,,,,,,2026-01-11,,,,,,,,,,,,,1599430,,FR/000006840,,,,,hospital,,,,,,,,,0,,,,,,,,,,,,,,,Circle Health Group Limited,private,,,yes,yes,yes,,,1-128758547,,,,,,,,,FHRS Open Data,,,,,,,,,,https://www.circlehealthgroup.co.uk/hospitals/the-blackheath-hospital,,,,
640495338,way,Royal London Hospital,51.5174467,-0.0599244,London,,,,,,,E1 1BB,Whitechapel Road,,,,hospital,,,,,,,,,,,,,,yes,,,,,,100125,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,Barts Health NHS Trust,,,,,,,,,R1H12,R1H12,,,,,,,,,,,,,,,,,,,,Q7374421,,en:Royal London Hospital
654480339,way,Erith and District Hospital,51.4769611,0.1667663,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,The boundary is subject to checking/improvement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q30293058,,
660411791,way,The Portland Hospital Consulting Suite,51.5228041,-0.1442135,London,,,,,205-207,,,Great Portland Street,,,,hospital,,,hospital,,7,,2023-08-12,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669882382,way,Privé Clinics,51.5186684,-0.1464769,London,GB,,,Privé Clinics,40,,W1G 9PP,Harley Street,,,,hospital,,,,,34,,,,,,,"Welcome to Privé Clinics, where we believe you deserve nothing but the best. Your health is our priority. We are a sanctuary where a team of practitioners come together to provide you with dental and medical services in a calm and welcoming environment.",,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10033652092,,,,,,,,,,,,,,,,,https://priveclinics.com/,,,,
670848153,way,Queen Anne Street Medical Centre,51.5182104,-0.1470993,London,,,,,18-22,,,Queen Anne Street,,,,hospital,,,yes,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-19458919324,,,,,,,,,,,,,,,,,,,https://qasmc.com/,,,,
688880323,way,Nightingale Hospital,51.5218142,-0.1652215,London,,,,,,,,Lisson Grove,,,,hospital,,,,,,,2024-04-04,,,,,,,,,,,,,,,,,,,,hospital,,psychiatry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nightingalehospital.co.uk/,,Q60746347,,
